Date Time,Days,Open Price pence,Close Price pence,High Price pence,Low Price pence,Volume Shares,Volume GBP,Share Issue,New Shares,Unsold Subscription,Fully Diluted,Total Shares Outstanding,Market Cap,BTC Price GBP,BTC Balance,Bitcoin Buy,New BTC,New BTC Cost,BTC AV,New Shares Raise,BTC Sats Per Share,Sats Per Share Value,Cash,Actual MNAV,Adjusted MNAV,Yield To Date,Yield Daily,Days To Cover MNAV,Tenny,Tenny Update,Tenny Price
2025-04-25 10:00:00,0.0,2.90000009536743,2.90000009536743,2.90000009536743,2.90000009536743,0.0,0.0,0,0.0,0.0,242967692.0,146901357.0,7046063.299712043,70383.4928162461,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006662697914476,1130000.0,43.52591296487024,5.454107354327172,0.0,0.0,0.0,BUY,4.0,4.0
2025-04-25 12:00:00,0.0833333333333333,2.90000009536743,2.90000009536743,2.90000009536743,2.90000009536743,51812.0,1502.54804941177,0,0.0,0.0,242967692.0,146901357.0,7046063.299712043,70383.4928162461,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006662697914476,1130000.0,43.52591296487024,5.454107354327172,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-25 13:00:00,0.125,2.90000009536743,2.99000000953674,2.99000000953674,2.90000009536743,11567.0,345.853301103115,0,0.0,0.0,242967692.0,146901357.0,7264734.013971197,71078.9590291976,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006728532687677,1130000.0,44.43762330251575,5.616418495307891,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-25 14:00:00,0.1666666666666666,3.49000000953674,4.15000009536743,4.15000009536743,3.49000000953674,99526.0,4130.32909491539,0,0.0,0.0,242967692.0,146901357.0,10083159.449712044,70898.359019321,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006711436586574,1130000.0,61.83475090368891,7.797867772709794,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-25 15:00:00,0.2083333333333333,4.98999977111816,4.94999980926514,4.98999977111816,4.94999980926514,39630.0,1961.68492441177,0,0.0,0.0,242967692.0,146901357.0,12026900.290575914,71013.5161069596,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006722337677966,1130000.0,73.63509609893295,9.299165860186337,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-25 16:00:00,0.25,4.75,4.69999980926514,4.75,4.69999980926514,41796.0,1964.41192028046,0,0.0,0.0,242967692.0,146901357.0,11419481.060575914,71758.8224967551,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006792890461441,1130000.0,69.18998379178119,8.817823695733862,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-28 08:00:00,2.9166666666666665,4.69999980926514,3.59999990463257,5.30000019073486,3.59999990463257,117784.0,4240.22388767242,0,0.0,0.0,242967692.0,146901357.0,8746836.680287955,71137.1936821619,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006734045342496,1130000.0,53.459692080094456,6.761542647600899,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-28 09:00:00,2.958333333333333,3.5,3.34999990463257,3.5,3.34999990463257,88000.0,2947.99991607666,0,0.0,0.0,242967692.0,146901357.0,8139417.450287957,71188.4659470045,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006738898918219,1130000.0,49.71138379261595,6.291417535738844,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-28 10:00:00,3.0,3.95000004768372,3.20000004768372,3.95000004768372,3.09999990463257,223978.0,7167.29610680103,0,0.0,0.0,242967692.0,146901357.0,7774966.259856033,71065.4015524134,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006727249299077,1130000.0,47.56773393432102,6.011027649898907,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-28 11:00:00,3.0416666666666665,3.125,3.375,3.66000008583069,3.0,230951.0,7794.59625,0,0.0,0.0,242967692.0,146901357.0,8200159.605,71009.5412441221,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006721961406353,1130000.0,50.208559614905695,6.340385421882148,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-28 12:00:00,3.083333333333333,3.3199999332428,3.28800010681152,3.3199999332428,3.28800010681152,44721.0,1470.42652776718,0,0.0,0.0,242967692.0,146901357.0,7988777.9724774845,71284.5822714681,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006747997557814,1130000.0,48.7255675278658,6.173924763435758,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-28 13:00:00,3.125,2.84999990463257,3.25,3.25,2.84999990463257,142923.0,4644.9975,0,0.0,0.0,242967692.0,146901357.0,7896449.99,71359.8092725021,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006755118755737,1130000.0,48.11166342914999,6.101755519297083,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-28 14:00:00,3.1666666666666665,3.02500009536743,3.40000009536743,3.40000009536743,3.02500009536743,132490.0,4504.66012635231,0,0.0,0.0,242967692.0,146901357.0,8260901.759712044,71484.3754405476,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006766910536947,1130000.0,50.2444960193191,6.381962304465818,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-29 08:00:00,3.9166666666666665,3.6800000667572,3.6800000667572,3.6800000667572,3.6800000667572,0.0,0.0,0,0.0,0.0,242967692.0,146901357.0,8941211.227798427,71484.3754405476,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006766910536947,1130000.0,54.38227750558178,6.907535602271241,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-29 11:00:00,4.041666666666667,3.10999989509583,3.10999989509583,3.10999989509583,3.10999989509583,38000.0,1181.79996013641,0,0.0,0.0,242967692.0,146901357.0,7556294.96631676,70906.9598198264,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.000671225076236,1130000.0,46.33318994182015,5.843613589497868,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-29 12:00:00,4.083333333333333,3.65000009536743,3.65000009536743,3.65000009536743,3.65000009536743,5000.0,182.500004768372,0,0.0,0.0,242967692.0,146901357.0,8868320.989712043,70868.0117637437,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006708563830643,1130000.0,54.408069856844,6.858735882124573,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-29 13:00:00,4.125,3.63000011444092,3.63000011444092,3.63000011444092,3.63000011444092,5372.0,195.003606147766,0,0.0,0.0,242967692.0,146901357.0,8819727.497654464,71085.2790853473,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006729130961835,1130000.0,53.94456037530587,6.8185185962166965,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-29 14:00:00,4.166666666666667,3.63000011444092,3.63000011444092,3.63000011444092,3.63000011444092,19311.0,700.989322099686,0,0.0,0.0,242967692.0,146901357.0,8819727.497654464,70730.7629125621,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006695571471242,1130000.0,54.21494087594425,6.822819528792988,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-29 15:00:00,4.208333333333333,3.63000011444092,3.63000011444092,3.63000011444092,3.63000011444092,27410.0,994.983031368256,0,0.0,0.0,242967692.0,146901357.0,8819727.497654464,70734.4354904478,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006695919127718,1130000.0,54.21212600096073,6.822774945862302,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-29 16:00:00,4.25,3.63000011444092,3.59999990463257,3.65000009536743,3.59999990463257,179839.0,6474.20382849217,0,0.0,0.0,242967692.0,146901357.0,8746836.680287955,70937.1222598622,2.3,0,0.0,0.0,73834.0,0.0,0.9466279162745636,0.0006715106023136,1130000.0,53.61047006895883,6.763948716036652,0.0,0.0,0.0,BUY,0.0,4.0
2025-04-30 08:00:00,4.916666666666667,4.02500009536743,4.17999982833862,4.25,3.54999995231628,0.0,0.0,0,0.0,0.0,242967692.0,146901357.0,10156049.108518308,70780.445148045,5.74,1,3.44,244000.0,72093.76306620208,0.0,2.36245401713739,0.0016721554697477,886000.0,24.99767458207264,7.859017420992716,1.495652173913044,0.2044345302113452,17.30433612866328,BUY,0.0,4.0
2025-04-30 09:00:00,4.958333333333333,4.11999988555908,4.07499980926514,4.11999988555908,4.07499980926514,165103.0,6727.94693509102,0,0.0,0.0,242967692.0,146901357.0,9900932.985575914,70680.798455874,5.74,0,0.0,0.0,72093.76306620208,0.0,2.36245401713739,0.0016698013624655,886000.0,24.404099199249192,7.664994447531312,1.495652173913044,0.2025533362087344,17.320692632552543,BUY,0.0,4.0
2025-04-30 10:00:00,5.0,4.07000017166138,4.07000017166138,4.07000017166138,4.07000017166138,25601.0,1041.96074394703,0,0.0,0.0,242967692.0,146901357.0,9888785.481481692,70872.7035967882,5.74,0,0.0,0.0,72093.76306620208,0.0,2.36245401713739,0.0016743350331761,886000.0,24.30815870788194,7.649067297752666,1.495652173913044,0.2007063606347314,17.444709082991753,BUY,0.0,4.0
2025-04-30 11:00:00,5.041666666666667,4.07000017166138,4.07000017166138,4.07000017166138,4.07000017166138,25341.0,1031.37874350071,0,0.0,0.0,242967692.0,146901357.0,9888785.481481692,71048.1154118098,5.74,0,0.0,0.0,72093.76306620208,0.0,2.36245401713739,0.0016784790566467,886000.0,24.24814391066926,7.643114698604769,1.495652173913044,0.1988926803911037,17.576454366008928,BUY,0.0,4.0
2025-04-30 12:00:00,5.083333333333333,4.17999982833862,4.1100001335144,4.17999982833862,4.0,170223.0,6996.16552727223,0,0.0,0.0,242967692.0,146901357.0,9985972.465596857,71111.0986904162,5.74,0,0.0,0.0,72093.76306620208,0.0,2.36245401713739,0.0016799670076422,886000.0,24.464766955647114,7.716075169255061,1.495652173913044,0.1971114052179343,17.771149318049194,BUY,0.0,4.0
2025-04-30 13:00:00,5.125,4.10500001907349,4.1100001335144,4.1100001335144,4.10500001907349,26549.0,1091.16393544674,0,0.0,0.0,242967692.0,146901357.0,9985972.465596857,71267.2613852773,5.74,0,0.0,0.0,72093.76306620208,0.0,2.36245401713739,0.0016836562795002,886000.0,24.41115911576831,7.7107345572745905,1.495652173913044,0.1953616762490062,17.904521703662326,BUY,0.0,4.0
2025-04-30 14:00:00,5.166666666666667,4.09000015258789,4.07000017166138,4.09000015258789,4.07000017166138,59590.0,2425.31310229301,0,0.0,0.0,242967692.0,146901357.0,9888785.481481692,70860.056181554,5.74,0,0.0,0.0,72093.76306620208,0.0,2.36245401713739,0.0016740362438069,886000.0,24.312497335217625,7.6494968461132,1.495652173913044,0.1936426646426501,18.02720762704691,BUY,0.0,4.0
2025-04-30 15:00:00,5.208333333333333,4.07000017166138,4.07000017166138,4.07000017166138,4.07000017166138,24447.0,994.992941966057,0,0.0,0.0,242967692.0,146901357.0,9888785.481481692,70188.8789926221,5.74,0,0.0,0.0,72093.76306620208,0.0,2.36245401713739,0.0016581799913449,886000.0,24.54498421706512,7.672361680599375,1.495652173913044,0.1919535702835066,18.22678741504284,BUY,0.0,4.0
2025-04-30 16:00:00,5.25,4.00750017166138,4.00750017166138,4.00750017166138,4.00750017166138,37500.0,1502.81256437302,0,0.0,0.0,242967692.0,146901357.0,9736930.673981693,70262.660620233,5.74,0,0.0,0.0,72093.76306620208,0.0,2.36245401713739,0.0016599230483703,886000.0,24.142686467278715,7.552061378164775,1.495652173913044,0.1902936205509566,18.277733594558,BUY,0.0,4.0
2025-05-01 08:00:00,5.916666666666667,4.07499980926514,4.42000007629395,4.48999977111816,4.07499980926514,0.0,0.0,0,0.0,0.0,242967692.0,146901357.0,10739172.171769649,71508.3457006795,5.74,0,0.0,0.0,72093.76306620208,0.0,2.36245401713739,0.0016893517855941,886000.0,26.163881992993574,8.283471554278245,1.495652173913044,0.1671581304048137,21.118851844056493,BUY,0.0,4.0
2025-05-01 09:00:00,5.958333333333333,4.40000009536743,4.40000009536743,4.40000009536743,4.40000009536743,277982.0,12231.2082651043,0,0.0,0.0,242967692.0,146901357.0,10690578.679712042,71370.8862814533,5.74,0,0.0,0.0,72093.76306620208,0.0,2.36245401713739,0.0016861043700227,886000.0,26.09565679085487,8.251011338519207,1.495652173913044,0.1658972051098786,21.25056527202784,BUY,0.0,4.0
2025-05-01 10:00:00,6.0,4.80000019073486,4.875,4.90000009536743,4.5,250360.0,12205.05,0,0.0,0.0,242967692.0,146901357.0,11844674.985,71439.3866440571,5.74,0,0.0,0.0,72093.76306620208,0.0,2.36245401713739,0.0016877226595908,886000.0,28.885077606185995,9.138971947285246,1.495652173913044,0.1646551266501519,22.065440672807608,BUY,0.0,4.0
2025-05-01 11:00:00,6.041666666666667,4.84999990463257,4.78999996185303,4.84999990463257,4.40000009536743,277115.0,13273.808394289,0,0.0,0.0,242967692.0,146901357.0,11638152.354115188,71766.2813186941,5.74,0,0.0,0.0,72093.76306620208,0.0,2.36245401713739,0.0016954453959636,886000.0,28.252162961170605,8.966644228276413,1.495652173913044,0.1634314762995037,22.072312729099416,BUY,0.0,4.0
