Date Time,Days,Open Price pence,Close Price pence,High Price pence,Low Price pence,Volume Shares,Volume GBP,Share Issue,New Shares,Total Shares Outstanding,Market Cap,BTC Price GBP,BTC Balance,Bitcoin Buy,New BTC,New BTC Cost,BTC AV,New Shares Raise,BTC Sats Per Share,Sats Per Share Value,Cash,Actual MNAV,Adjusted MNAV,Yield To Date,Yield Daily,Days To Cover MNAV,Tenny,Tenny Update,Tenny Price
2025-04-28 11:00:00,3.04166666666667,3.125,3.375,3.66000008583069,3,230951,7794.59625,0,0,146901357,4957920.79875,71009.5412441221,2.3,0,0,0,73834,0,1.5656764831655,0.0011117796880629,1130000,30.3567337687228,3.83347767232157,0,0,0,BUY,0,4
2025-04-28 12:00:00,3.08333333333333,3.3199999332428,3.28800010681152,3.3199999332428,3.28800010681152,44721,1470.42652776718,0,0,146901357,4830116.77506757,71284.5822714681,2.3,0,0,0,73834,0,1.5656764831655,0.0011160859407471,1130000,29.4600978900463,3.73283344093591,0,0,0,BUY,0,4
2025-04-28 13:00:00,3.125,2.84999990463257,3.25,3.25,2.84999990463257,142923,4644.9975,0,0,146901357,4774294.1025,71359.8092725021,2.3,0,0,0,73834,0,1.5656764831655,0.0011172637522113,1130000,29.0889236634367,3.68919899797616,0,0,0,BUY,0,4
2025-04-28 14:00:00,3.16666666666667,3.02500009536743,3.40000009536743,3.40000009536743,3.02500009536743,132490,4504.66012635231,0,0,146901357,4994646.27809605,71484.3754405476,2.3,0,0,0,73834,0,1.5656764831655,0.0011192140554103,1130000,30.3784613759227,3.85861558436698,0,0,0,BUY,0,4
2025-04-29 08:00:00,3.91666666666667,3.6800000667572,3.6800000667572,3.6800000667572,3.6800000667572,0,0,0,0,146901357,5405970.03566723,71484.3754405476,2.3,0,0,0,73834,0,1.5656764831655,0.0011192140554103,1130000,32.8802166928455,4.17638388522643,0,0,0,BUY,0,4
2025-04-29 11:00:00,4.04166666666667,3.10999989509583,3.10999989509583,3.10999989509583,3.10999989509583,38000,1181.79996013641,0,0,146901357,4568632.04859435,70906.9598198264,2.3,0,0,0,73834,0,1.5656764831655,0.0011101735948266,1130000,28.0136359717823,3.53312310379471,0,0,0,BUY,0,4
2025-04-29 12:00:00,4.08333333333333,3.65000009536743,3.65000009536743,3.65000009536743,3.65000009536743,5000,182.500004768372,0,0,146901357,5361899.67059605,70868.0117637437,2.3,0,0,0,73834,0,1.5656764831655,0.0011095637942718,1130000,32.8958110764833,4.14687895371987,0,0,0,BUY,0,4
2025-04-29 13:00:00,4.125,3.63000011444092,3.63000011444092,3.63000011444092,3.63000011444092,5372,195.003606147766,0,0,146901357,5332519.42721527,71085.2790853473,2.3,0,0,0,73834,0,1.5656764831655,0.0011129654976318,1130000,32.615567348357,4.12256307111798,0,0,0,BUY,0,4
2025-04-29 14:00:00,4.16666666666667,3.63000011444092,3.63000011444092,3.63000011444092,3.63000011444092,19311,700.989322099686,0,0,146901357,5332519.42721527,70730.7629125621,2.3,0,0,0,73834,0,1.5656764831655,0.0011074149212855,1130000,32.7790428381358,4.12516346965913,0,0,0,BUY,0,4
2025-04-29 15:00:00,4.20833333333333,3.63000011444092,3.63000011444092,3.63000011444092,3.63000011444092,27410,994.983031368256,0,0,146901357,5332519.42721527,70734.4354904478,2.3,0,0,0,73834,0,1.5656764831655,0.0011074724219738,1130000,32.7773409289171,4.12513651425217,0,0,0,BUY,0,4
2025-04-29 16:00:00,4.25,3.63000011444092,3.59999990463257,3.65000009536743,3.59999990463257,179839,6474.20382849217,0,0,146901357,5288448.71190395,70937.1222598622,2.3,0,0,0,73834,0,1.5656764831655,0.001110645841057,1130000,32.4135720996927,4.08956942746195,0,0,0,BUY,0,4
2025-04-30 08:00:00,4.91666666666667,4.02500009536743,4.17999982833862,4.25,3.54999995231628,0,0,0,0,146901357,6140476.4704271,70780.445148045,5.74,1,3.44,244000,72093.7630662021,0,3.90738391885652,0.0027656637314097,886000,15.1139120091361,4.75166189515629,1.49565217391304,0.204434530211345,14.5992845051594,BUY,0,4
2025-04-30 09:00:00,4.95833333333333,4.11999988555908,4.07499980926514,4.11999988555908,4.07499980926514,165103,6727.94693509102,0,0,146901357,5986230.0175579,70680.798455874,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027617701525842,886000,14.7550287827252,4.63435313753491,1.49565217391304,0.202553336208734,14.5927168427477,BUY,0,4
2025-04-30 10:00:00,5,4.07000017166138,4.07000017166138,4.07000017166138,4.07000017166138,25601,1041.96074394703,0,0,146901357,5978885.4820729,70872.7035967882,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027692686231997,886000,14.6970219413338,4.62472338019406,1.49565217391304,0.200706360634731,14.6938091268861,BUY,0,4
2025-04-30 11:00:00,5.04166666666667,4.07000017166138,4.07000017166138,4.07000017166138,4.07000017166138,25341,1031.37874350071,0,0,146901357,5978885.4820729,71048.1154118098,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027761226362516,886000,14.6607362315834,4.62112436303542,1.49565217391304,0.198892680391104,14.8026302436024,BUY,0,4
2025-04-30 12:00:00,5.08333333333333,4.17999982833862,4.1100001335144,4.17999982833862,4,170223,6996.16552727223,0,0,146901357,6037645.96883447,71111.0986904162,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027785836347515,886000,14.7917092799043,4.66523719160806,1.49565217391304,0.197111405217934,14.9744010293417,BUY,0,4
2025-04-30 13:00:00,5.125,4.10500001907349,4.1100001335144,4.1100001335144,4.10500001907349,26549,1091.16393544674,0,0,146901357,6037645.96883447,71267.2613852773,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027846855107777,886000,14.759297298051,4.66200818967499,1.49565217391304,0.195361676249006,15.084849248654,BUY,0,4
2025-04-30 14:00:00,5.16666666666667,4.09000015258789,4.07000017166138,4.09000015258789,4.07000017166138,59590,2425.31310229301,0,0,146901357,5978885.4820729,70860.056181554,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027687744401307,886000,14.6996451306059,4.62498309059646,1.49565217391304,0.19364266464265,15.1846110057377,BUY,0,4
2025-04-30 15:00:00,5.20833333333333,4.07000017166138,4.07000017166138,4.07000017166138,4.07000017166138,24447,994.992941966057,0,0,146901357,5978885.4820729,70188.8789926221,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027425489705833,886000,14.8402096564775,4.63880746035505,1.49565217391304,0.191953570283507,15.3612666274328,BUY,0,4
2025-04-30 16:00:00,5.25,4.00750017166138,4.00750017166138,4.00750017166138,4.00750017166138,37500,1502.81256437302,0,0,146901357,5887072.1339479,70262.660620233,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027454319020357,886000,14.5969753199482,4.56607236734872,1.49565217391304,0.190293620550957,15.389288640647,BUY,0,4
2025-05-01 08:00:00,5.91666666666667,4.07499980926514,4.42000007629395,4.48999977111816,4.07499980926514,0,0,0,0,146901357,6493040.09147685,71508.3457006795,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027941056005486,886000,15.8190158433024,5.00829226296628,1.49565217391304,0.167158130404814,17.8636202293314,BUY,0,4
2025-05-01 09:00:00,5.95833333333333,4.40000009536743,4.40000009536743,4.40000009536743,4.40000009536743,277982,12231.2082651043,0,0,146901357,6463659.84809605,71370.8862814533,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027887345333068,886000,15.7777660183019,4.98866640364209,1.49565217391304,0.165897205109879,17.9724094910019,BUY,0,4
2025-05-01 10:00:00,6,4.80000019073486,4.875,4.90000009536743,4.5,250360,12205.05,0,0,146901357,7161441.15375,71439.3866440571,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027914111054596,886000,17.4642853231657,5.52553868207768,1.49565217391304,0.164655126650152,18.7643607254808,BUY,0,4
2025-05-01 11:00:00,6.04166666666667,4.84999990463257,4.78999996185303,4.84999990463257,4.40000009536743,277115,13273.808394289,0,0,146901357,7036574.94426158,71766.2813186941,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0028041841354079,886000,17.0816170784596,5.42134715125015,1.49565217391304,0.163431476299504,18.7483086154717,BUY,0,4
2025-05-01 12:00:00,6.08333333333333,4.77699995040894,4.63500022888184,4.77699995040894,4.63500022888184,159829,7408.07451581955,0,0,146901357,6808878.23318053,72076.3161417525,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.002816298386227,886000,16.4577739757587,5.23873482314202,1.49565217391304,0.162225847625918,18.6301305417137,BUY,0,4
2025-05-01 13:00:00,6.125,5,4.80000019073486,5,4.80000019073486,1291988,62015.4264642716,0,0,146901357,7051265.4161921,72172.3181399232,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0028200495528653,886000,17.0209781805352,5.42292774856116,1.49565217391304,0.161037846044202,18.9830886541463,BUY,0,4
2025-05-01 14:00:00,6.16666666666667,5.17500019073486,5.19500017166138,5.25,5.17500019073486,79166,4112.67383589745,0,0,146901357,7631525.7483229,72378.1205524541,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0028280910432371,886000,18.3692819369596,5.86386210194879,1.49565217391304,0.159867088388059,19.6262538338269,BUY,0,4
2025-05-01 15:00:00,6.20833333333333,4.17500019073486,4.80000019073486,5,4.17500019073486,4054445,194613.36773324,0,0,146901357,7051265.4161921,71990.7181269818,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.002812953743163,886000,17.0639144081251,5.42727862391275,1.49565217391304,0.158713202500553,19.2584644735785,BUY,0,4
2025-05-01 16:00:00,6.25,4.6100001335144,4.97499990463257,4.97499990463257,4.6100001335144,188628,9384.24282011032,0,0,146901357,7308342.37065395,72770.8383171879,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0028434360340228,886000,17.496436864078,5.60582689032215,1.49565217391304,0.157575826842049,19.5587787636886,BUY,0,4
2025-05-02 08:00:00,6.91666666666667,4.97499990463257,4.94999980926514,4.97499990463257,4.75,0,0,0,0,146901357,7271616.8913079,72621.9131849787,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0028376169573557,886000,17.4442142250156,5.58131642922131,1.49565217391304,0.141364080593846,21.6224412612629,BUY,0,4
2025-05-02 09:00:00,6.95833333333333,4.90000009536743,4.875,4.90000009536743,4.8600001335144,346238,16879.1025,0,0,146901357,7161441.15375,72573.7167441627,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0028357337373778,886000,17.1913178439234,5.49791867052051,1.49565217391304,0.140460750535532,21.6415861508958,BUY,0,4
2025-05-02 10:00:00,7,4.84999990463257,4.57499980926514,4.84999990463257,4.57499980926514,291336,13328.6214443207,0,0,146901357,6720736.8025579,72703.3056028833,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0028407972716041,886000,16.1046332133433,5.15664027692622,1.49565217391304,0.139568876631153,21.2713872348974,BUY,0,4
2025-05-02 11:00:00,7.04166666666667,4.72499990463257,5.19000005722046,5.19000005722046,4.72499990463257,515907,26775.5735952044,0,0,146901357,7624180.51235763,72634.3959440784,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0028381047066774,886000,18.2868519438675,5.85160418801851,1.49565217391304,0.138688242589004,22.3764313323542,BUY,0,4
2025-05-02 12:00:00,7.08333333333333,4.72499990463257,4.90000009536743,4.90000009536743,4.72499990463257,114421,5606.62910912037,0,0,146901357,7198166.63309605,72885.6763635911,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0028479231973807,886000,17.2055204995485,5.51852690991954,1.49565217391304,0.13781863752187,22.036753200548,BUY,0,4
2025-05-02 13:00:00,7.125,4.875,4.875,4.875,4.875,0,0,0,0,146901357,7161441.15375,72929.9262010457,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0028496522084135,886000,17.1073508044476,5.48930214146277,1.49565217391304,0.136959855779446,22.1218023029859,BUY,0,4
2025-05-02 14:00:00,7.16666666666667,4.6100001335144,4.86999988555908,4.86999988555908,4.6100001335144,1391240,67753.3864078522,0,0,146901357,7154095.91778474,73035.997929726,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0028537968380824,886000,17.0649845166669,5.48111397949927,1.49565217391304,0.136111696786962,22.2317389916742,BUY,0,4
2025-05-02 15:00:00,7.20833333333333,4.5,4.75,4.75,4.5,160421,7619.9975,0,0,146901357,6977814.4575,72766.2841927349,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0028432580868963,886000,16.7061865466635,5.35240445500512,1.49565217391304,0.135273964889715,22.1935076549081,BUY,0,4
2025-05-02 16:00:00,7.25,4.75500011444092,4.75500011444092,4.75500011444092,4.75500011444092,1000000,47550.0011444092,0,0,146901357,6985159.69346526,73354.5024803528,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0028662420336745,886000,16.5896670922275,5.34419785387176,1.49565217391304,0.13444646920329,22.2663094679402,BUY,0,4
2025-05-06 08:00:00,10.9166666666667,4.67500019073486,8,8.39999961853027,4.6100001335144,310923,24873.84,0,0,146901357,11752108.56,71014.0110894059,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027747900494424,886000,28.8310101213154,9.08466528907451,1.49565217391304,0.0873848360900055,40.1244793188731,BUY,0,4
2025-05-06 09:00:00,10.9583333333333,8.39999961853027,16.2999992370605,16.3999996185303,8,5949728,969805.618607178,0,0,146901357,23944920.0702315,70877.3777040829,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027694512585165,886000,58.8564221411562,18.5212334191591,1.49565217391304,0.0870385175021468,48.8287249083283,BUY,0,4
2025-05-06 10:00:00,11,15.3800001144409,12.1000003814697,15.5,8.26000022888184,2516760,304527.969600678,0,0,146901357,17775064.7573842,70836.904534258,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027678698163873,886000,43.7159302429288,13.7513631918568,1.49565217391304,0.0866949315879945,45.4374657725804,BUY,0,4
2025-05-06 11:00:00,11.0416666666667,12.1000003814697,12.4700002670288,12.6660003662109,6,1316189,164128.771814604,0,0,146901357,18318599.6101689,70731.1106956715,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027637360449512,886000,45.120084060881,14.1785202523425,1.49565217391304,0.0863540461478225,45.9912745405836,BUY,0,4
2025-05-06 12:00:00,11.0833333333333,12.1499996185303,13.8999996185303,14,12.0500001907349,1494852,207784.422297592,0,0,146901357,20419288.0626158,70394.734206217,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027505925240955,886000,50.5345648138163,15.8280984339764,1.49565217391304,0.0860158294855613,47.5382615142184,BUY,0,4
2025-05-06 13:00:00,11.125,13.9499998092651,14.9499998092651,14.9499998092651,13.75,939735,140490.380707598,0,0,146901357,21961752.5913078,70204.9819501821,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027431781749575,886000,54.4988289340576,17.0381313770526,1.49565217391304,0.0856802503989939,48.6356563392458,BUY,0,4
2025-05-06 14:00:00,11.1666666666667,14.9490003585815,14.3999996185303,14.9490003585815,13.5100002288818,513284,73912.8940419769,0,0,146901357,21153794.8476158,70121.7737118684,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027399269096345,886000,52.5561450850936,16.4173935391522,1.49565217391304,0.0853472781701789,48.3746233180803,BUY,0,4
2025-05-06 15:00:00,11.2083333333333,14.5,15,15,14,202806,30420.9,0,0,146901357,22035203.55,70169.7650409241,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027418021151084,886000,54.7085433968548,17.0977966914041,1.49565217391304,0.0850168825560955,49.047037970589,BUY,0,4
2025-05-06 16:00:00,11.25,15,16,16.8999996185303,15,149712,23953.92,0,0,146901357,23504217.12,70465.8389102778,5.74,0,0,0,72093.7630662021,0,3.90738391885652,0.0027533708578675,886000,58.1105881697023,18.2136320932271,1.49565217391304,0.0846890337795061,49.9714716191133,BUY,0,4
2025-05-07 08:00:00,11.9166666666667,17.8400001525879,20.8999996185303,24,17.8400001525879,0,0,0,0,146901357,30702383.0526158,72223.7711886789,10.59,1,4.85,346000,71748.6496694995,0,7.20891911161855,0.0052065532443523,540000,40.1417187871862,23.5294395857694,3.60434782608696,0.136712071162569,28.8154962199666,BUY,0,4
2025-05-07 09:00:00,11.9583333333333,20.4500007629395,18.5499992370605,20.4500007629395,18,662558,122904.503945084,0,0,146901357,27250200.6027315,72620.9047737264,10.59,0,0,0,71748.6496694995,0,7.20891911161855,0.0052351822832634,540000,35.4333397260371,20.8166904064726,3.60434782608696,0.136204664497919,27.9391990474563,BUY,0,4
2025-05-07 10:00:00,12,18.7000007629395,17.5,19.25,17.5,97891,17130.925,0,0,146901357,25707737.475,72726.3423625824,10.59,0,0,0,71748.6496694995,0,7.20891911161855,0.0052427831937573,540000,33.3792173989523,19.6216513172296,3.60434782608696,0.135701005633707,27.5672384378868,BUY,0,4
2025-05-07 11:00:00,12.0416666666667,17.5,17,17.5,17,225307,38302.19,0,0,146901357,24973230.69,72758.3330090549,10.59,0,0,0,71748.6496694995,0,7.20891911161855,0.0052450893735848,540000,32.4112685011907,19.0561052287749,3.60434782608696,0.135201053248747,27.4308992707355,BUY,0,4
2025-05-07 12:00:00,12.0833333333333,17,16.5,17,16,106579,17585.535,0,0,146901357,24238723.905,72658.7827162799,10.59,0,0,0,71748.6496694995,0,7.20891911161855,0.0052379128735033,540000,31.5010967125236,18.5105222961173,3.60434782608696,0.134704766626404,27.3004203665097,BUY,0,4
2025-05-07 13:00:00,12.125,15.5239000320435,14.4499998092651,16,13,250209,36155.2000227642,0,0,146901357,21227245.8063078,72694.2399606945,10.59,0,0,0,71748.6496694995,0,7.20891911161855,0.0052404689575723,540000,27.5738677707177,16.2060827549822,3.60434782608696,0.134212105643589,26.3372647749988,BUY,0,4
2025-05-07 14:00:00,12.1666666666667,14.9130401611328,14.1999998092651,14.9130401611328,14,423995,60207.2891912937,0,0,146901357,20859992.4138078,72548.5192831437,10.59,0,0,0,71748.6496694995,0,7.20891911161855,0.0052299640717988,540000,27.1512377796911,15.9444857339896,3.60434782608696,0.133723030759996,26.3047029898373,BUY,0,4
2025-05-07 15:00:00,12.2083333333333,14.1999998092651,15.5,15.5,14.1999998092651,379146,58767.63,0,0,146901357,22769710.335,72618.6111795198,10.59,0,0,0,71748.6496694995,0,7.20891911161855,0.0052350169399123,540000,29.60830915718,17.3943235323832,3.60434782608696,0.133237503007566,27.0874113679527,BUY,0,4
2025-05-07 16:00:00,12.25,15.5,16.5,16.5,15.5,125128,20646.12,0,0,146901357,24238723.905,72526.7257149635,10.59,0,0,0,71748.6496694995,0,7.20891911161855,0.0052283929910971,540000,31.5584540567168,18.5303124446969,3.60434782608696,0.132755483980186,27.6915715760189,BUY,0,4
2025-05-08 08:00:00,12.9166666666667,16.2000007629395,17,18,16.1000003814697,0,0,1,14015320,160916677,27355835.09,74514.2650275008,10.59,0,0,0,71748.6496694995,2017755.9,6.58104566750406,0.0049038178102648,2557755.9,34.666867036567,8.17357732785531,3.20332408276225,0.117578808612469,31.896713831768,BUY,25.5,25.5
2025-05-08 09:00:00,12.9583333333333,17,18,18,16.8999996185303,300124,54022.32,0,0,160916677,28965001.86,74566.4707811189,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0049072534947515,2557755.9,36.6803957025079,8.65294663772366,3.20332408276225,0.11717941001492,32.5091228349045,BUY,0,25.5
2025-05-08 10:00:00,13,18,18,18.375,16.6499996185303,560131,100823.58,0,0,160916677,28965001.86,75115.5101083728,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0049433860236106,2557755.9,36.4122888927311,8.63794287435213,3.20332408276225,0.116782713031822,32.5472347671644,BUY,0,25.5
2025-05-08 11:00:00,13.0416666666667,18.8999996185303,20,20,18.8999996185303,203078,40615.6,0,0,160916677,32183335.4,75155.3392458088,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0049460071973342,2557755.9,40.4366576958871,9.59650719490897,3.20332408276225,0.116388690368923,33.6036988948291,BUY,0,25.5
2025-05-08 12:00:00,13.0833333333333,20,22,22,19.4500007629395,102976,22654.72,0,0,160916677,35401668.94,75255.7996434562,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0049526185419812,2557755.9,44.4209458360572,10.552810256086,3.20332408276225,0.11599731509809,34.5673294723048,BUY,0,25.5
2025-05-08 13:00:00,13.125,20.2999992370605,19,22,18.6000003814697,511897,97260.43,0,0,160916677,30574168.63,74707.9046088734,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0049165613195453,2557755.9,38.6448958227517,9.12958090947412,3.20332408276225,0.115608560651201,33.404140984371,BUY,0,25.5
2025-05-08 14:00:00,13.1666666666667,19.5,20,20,19,56606,11321.2,0,0,160916677,32183335.4,74573.8772233291,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0049077409160956,2557755.9,40.7519474681455,9.61415988092845,3.20332408276225,0.115222400814149,33.9969997350409,BUY,0,25.5
2025-05-08 15:00:00,13.2083333333333,20,26,26.8999996185303,19.5,651678,169436.28,0,0,160916677,41838336.02,74548.7541786437,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0049060875570518,2557755.9,52.9953852181629,12.4994012762582,3.20332408276225,0.114838809720974,36.521121116922,BUY,0,25.5
2025-05-08 16:00:00,13.25,26,25,26.8999996185303,25,173620,43405,0,0,160916677,40229169.25,75007.1677471742,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0049362559633429,2557755.9,50.6456719133941,12.0012492453737,3.20332408276225,0.114457761848102,36.2178383293131,BUY,0,25.5
2025-05-09 08:00:00,13.9166666666667,25.3999996185303,23.7700004577637,26,23,0,0,0,0,160916677,38249894.8595181,78171.8191805354,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0051445231193897,2557755.9,46.2044778614649,11.2978337942514,3.20332408276225,0.108687290350796,37.1506060319617,BUY,0,25.5
2025-05-09 09:00:00,13.9583333333333,24,23.1000003814697,25.6000003814697,23.1000003814697,325892,75281.0532431793,0,0,160916677,37171753.0008484,78252.5962998082,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0051498390984979,2557755.9,44.8557711020664,10.9766106627332,3.20332408276225,0.108345878184547,36.9738521682778,BUY,0,25.5
2025-05-09 10:00:00,14,24,21.6499996185303,24,21.3999996185303,491693,106451.53262434,0,0,160916677,34838459.9566516,77570.6101666948,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0051049572796317,2557755.9,42.4097566984774,10.3095893899891,3.20332408276225,0.108006602432177,36.5374939446569,BUY,0,25.5
2025-05-09 11:00:00,14.0416666666667,22.8999996185303,23,23,22,164207,37767.61,0,0,160916677,37010835.71,77504.3118345187,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0051005941561144,2557755.9,45.0927858520724,10.9547268690119,3.20332408276225,0.107669443118815,37.246127974898,BUY,0,25.5
2025-05-09 12:00:00,14.0833333333333,23,23,23,22.4200000762939,154908,35628.84,0,0,160916677,37010835.71,77504.3118345187,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0051005941561144,2557755.9,45.0927858520724,10.9547268690119,3.20332408276225,0.107334380517643,37.3566506098384,BUY,0,25.5
2025-05-09 13:00:00,14.125,22.6800003051758,22.0622005462647,23,22,243403,53700.0579956245,0,0,160916677,35501759.992125,77543.3164007449,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0051031610644301,2557755.9,43.2324205873917,10.5067754909866,3.20332408276225,0.107001395146059,37.0527163063958,BUY,0,25.5
2025-05-09 14:00:00,14.1666666666667,22,22,22.6000003814697,20.75,251047,55230.34,0,0,160916677,35401668.94,77482.1619568842,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.005099136462552,2557755.9,43.1445601849798,10.4791619525792,3.20332408276225,0.106670467761917,37.1419450243138,BUY,0,25.5
2025-05-09 15:00:00,14.2083333333333,22,21.1000003814697,22.3400001525879,20.0142993927002,254395,53677.3459704399,0,0,160916677,33953419.4608484,77999.3611171497,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.005133173575481,2557755.9,41.1051761083151,10.0342009498732,3.20332408276225,0.106341579359826,36.7720358989298,BUY,0,25.5
2025-05-09 16:00:00,14.25,21.3999996185303,22.2000007629395,24,21.25,102718,22803.3967836761,0,0,160916677,35723503.5216969,77474.5253796056,10.59,0,0,0,71748.6496694995,0,6.58104566750406,0.0050986338959138,2557755.9,43.5410763277806,10.5746805669831,3.20332408276225,0.106014711167524,37.4512184690316,BUY,0,25.5
